user_id,game_type,reaction_time,accuracy,mistakes,completion_time,level_reached,stress_answer,frustration,historical_score,cognitive_score,label_stress
160,emotional_recognition,1062.5,0.6,4,50.1,6,4,0,74.5,38.4,1
69,decision_making,556.1,0.6,4,22.9,6,1,0,75.4,45.4,0
164,emotional_recognition,596.8,0.6,4,38.0,6,1,0,88.9,44.2,0
146,emotional_recognition,397.9,0.7,3,57.4,7,2,0,75.3,52.3,0
110,persistence_challenge,306.5,0.6,2,68.7,3,3,1,96.5,48.1,1
180,memory_pattern,343.9,0.5,3,48.6,3,3,0,94.1,41.7,1
93,emotional_recognition,688.2,0.6,4,45.8,6,2,0,83.5,42.5,0
104,memory_pattern,371.1,0.3333,2,40.8,1,2,0,82.0,34.2,1
127,reaction_speed,435.7,0.9437,0,1742.7,1,1,0,96.8,0.0,1
43,reaction_speed,292.3,0.7855,0,1169.3,1,1,0,55.5,0.0,1
191,persistence_challenge,241.5,0.6,2,71.4,3,3,0,95.4,48.4,1
18,decision_making,447.8,0.7,3,26.4,7,2,0,84.4,54.5,1
121,decision_making,290.3,0.3,7,30.5,3,1,0,41.2,24.0,0
166,reaction_speed,545.6,0.5867,1,1636.7,1,3,0,92.4,0.0,2
17,reaction_speed,551.9,0.7393,0,1655.6,1,2,0,73.7,0.0,1
198,memory_pattern,915.4,0.75,1,52.3,3,3,0,85.7,54.6,1
199,reaction_speed,451.4,0.9618,0,1805.5,1,2,0,76.0,0.0,1
64,persistence_challenge,386.7,0.6,2,65.8,3,2,0,43.1,47.6,0
80,emotional_recognition,554.8,0.8,2,48.0,8,1,0,107.3,59.6,0
16,decision_making,520.4,0.9,1,32.4,9,2,0,57.3,69.6,0
191,reaction_speed,597.6,0.5713,1,2390.4,1,1,0,75.6,0.0,2
187,reaction_speed,386.2,0.8094,0,1544.7,1,1,0,79.7,0.0,1
61,memory_pattern,515.6,0.75,1,45.3,3,1,0,101.2,59.3,0
143,focus_tracking,286.1,0.9,1,44.5,9,3,0,80.2,70.7,0
173,focus_tracking,407.7,0.4,6,18.6,4,1,0,68.3,30.9,1
193,persistence_challenge,444.2,0.8,1,73.1,4,2,0,79.4,60.3,1
188,reaction_speed,295.8,0.8782,0,887.3,1,3,1,56.8,0.0,2
30,reaction_speed,722.9,0.3422,3,3614.5,1,2,0,78.0,0.0,1
105,memory_pattern,526.5,0.7143,2,51.3,5,3,0,96.8,54.5,1
34,memory_pattern,503.0,0.7143,2,24.6,5,1,0,69.8,56.8,0
165,persistence_challenge,382.3,1.0,0,65.5,5,2,0,80.4,75.6,0
8,memory_pattern,750.8,0.6667,1,42.0,2,3,1,89.4,52.3,1
158,memory_pattern,431.8,0.8333,1,47.1,5,3,0,99.1,65.0,1
156,memory_pattern,265.0,0.6667,1,54.8,2,1,0,65.2,55.9,0
142,persistence_challenge,446.8,0.6,2,76.6,3,1,0,91.7,45.9,0
81,reaction_speed,429.5,0.5785,2,2147.4,1,2,0,60.2,0.0,1
63,focus_tracking,342.7,0.5,5,31.0,5,3,0,74.4,39.5,1
192,decision_making,497.9,0.6,4,29.6,6,2,0,66.8,46.0,0
145,focus_tracking,591.4,1.0,0,33.4,10,2,0,71.9,76.8,0
92,focus_tracking,368.4,0.5,5,32.4,5,3,0,92.2,39.1,1
31,reaction_speed,551.0,0.5909,1,2203.8,1,3,1,80.9,0.0,2
101,focus_tracking,417.6,0.8,2,34.2,8,2,0,77.4,62.4,0
22,memory_pattern,518.7,0.6667,2,38.4,4,1,0,52.9,53.0,0
139,memory_pattern,349.5,0.3333,4,30.4,2,1,0,82.3,31.5,0
1,persistence_challenge,565.9,0.8,1,65.1,4,1,0,91.1,59.8,0
104,reaction_speed,511.2,0.8152,0,1533.6,1,3,0,80.1,0.0,2
27,focus_tracking,502.8,0.5,5,28.0,5,2,0,89.6,38.0,1
150,persistence_challenge,336.6,0.8,1,62.6,4,3,0,79.1,62.4,1
122,focus_tracking,366.2,0.8,2,33.8,8,2,0,96.4,63.0,0
119,persistence_challenge,503.8,0.4,3,55.4,2,2,0,71.4,33.4,1
177,emotional_recognition,255.5,0.8,2,46.0,8,3,1,70.9,62.8,1
80,emotional_recognition,280.2,0.9,1,51.9,9,3,0,98.1,70.0,0
18,persistence_challenge,891.0,0.6,2,70.5,3,4,1,68.6,42.0,1
94,emotional_recognition,442.1,0.7,3,38.0,7,2,0,47.9,53.8,0
2,focus_tracking,346.2,0.7,3,39.7,7,3,1,84.0,54.6,1
115,memory_pattern,796.6,0.6,2,58.6,3,3,0,105.3,44.2,1
33,decision_making,384.1,0.7,3,17.0,7,1,0,66.6,55.2,0
45,decision_making,376.1,0.8,2,20.7,8,2,0,87.9,63.2,0
93,persistence_challenge,354.4,0.2,4,83.0,1,3,0,77.2,18.2,1
75,decision_making,444.1,1.0,0,25.9,10,2,0,54.4,78.6,0
10,memory_pattern,471.5,0.75,1,24.9,3,2,0,107.5,61.3,0
94,reaction_speed,321.9,0.697,1,1287.6,1,3,0,58.5,0.0,2
198,decision_making,555.0,0.8,2,33.6,8,2,1,77.1,61.1,1
84,decision_making,401.7,0.6,4,28.1,6,1,0,77.3,47.0,0
189,persistence_challenge,351.7,0.8,1,70.4,4,2,0,80.0,61.4,0
123,decision_making,599.1,0.7,3,38.0,7,2,0,88.0,52.2,0
80,persistence_challenge,666.6,0.4,3,71.2,2,2,0,114.9,30.2,1
71,emotional_recognition,573.3,1.0,0,55.6,10,3,0,72.8,74.7,0
188,emotional_recognition,749.6,0.7,3,29.0,7,2,0,52.5,51.5,0
114,decision_making,479.4,0.7,3,32.1,7,2,0,38.8,54.0,1
62,emotional_recognition,379.2,0.7,3,53.6,7,4,0,70.0,52.9,1
76,emotional_recognition,494.0,0.8,2,48.3,8,2,0,64.9,60.2,0
87,memory_pattern,591.3,0.75,1,44.6,3,2,0,88.4,58.6,0
23,decision_making,477.2,0.4,6,18.6,4,1,0,66.4,30.2,0
96,persistence_challenge,427.2,0.4,3,51.2,2,1,0,84.8,34.6,0
27,persistence_challenge,317.0,0.8,1,66.5,4,1,0,73.7,62.2,0
71,focus_tracking,346.4,0.8,2,27.7,8,1,0,71.9,63.5,0
78,reaction_speed,564.8,0.979,0,2259.3,1,3,0,84.2,0.0,2
176,emotional_recognition,300.5,1.0,0,37.6,10,2,0,78.1,79.2,0
133,emotional_recognition,637.8,0.9,1,39.2,9,1,0,101.2,67.7,0
163,decision_making,837.9,0.6,4,22.5,6,2,0,76.2,42.6,1
116,reaction_speed,417.1,0.5372,2,2085.5,1,2,0,46.8,0.0,1
168,focus_tracking,448.1,0.8,2,31.1,8,2,0,77.7,62.4,0
10,emotional_recognition,768.7,0.8,2,41.1,8,2,0,102.0,58.2,0
31,memory_pattern,538.5,0.75,2,51.4,6,1,0,63.2,56.5,0
52,memory_pattern,524.5,0.6667,1,72.1,2,2,0,83.1,51.5,1
4,reaction_speed,486.6,0.7471,1,1946.3,1,2,1,101.3,0.0,2
158,decision_making,371.5,0.8,2,15.6,8,2,0,78.0,63.3,1
197,memory_pattern,379.3,0.5714,3,42.0,4,2,0,94.4,46.3,1
172,memory_pattern,296.8,0.5714,3,51.8,4,2,0,75.5,46.1,1
152,emotional_recognition,189.6,0.7,3,52.3,7,2,0,96.6,54.9,0
189,focus_tracking,559.7,1.0,0,38.8,10,2,0,77.4,76.5,0
76,decision_making,268.8,0.8,2,25.3,8,2,0,82.9,64.3,0
19,focus_tracking,515.1,0.7,3,38.3,7,2,0,78.2,53.0,0
95,emotional_recognition,754.8,0.8,2,37.1,8,2,1,78.6,58.7,1
129,emotional_recognition,823.8,0.8,2,44.5,8,2,0,42.7,57.3,0
165,reaction_speed,487.2,0.6262,1,2436.1,1,2,0,69.2,0.0,1
170,emotional_recognition,614.7,0.8,2,35.9,8,2,0,83.8,60.3,0
168,decision_making,411.5,0.8,2,25.6,8,2,0,90.3,62.9,0
18,decision_making,413.0,1.0,0,21.8,10,2,0,68.6,78.9,0
100,reaction_speed,434.3,0.6625,1,2171.7,1,2,0,91.3,0.0,1
149,focus_tracking,372.2,0.7,3,33.5,7,3,0,55.1,54.9,0
135,persistence_challenge,421.1,0.8,1,93.8,4,3,0,77.6,58.4,1
21,emotional_recognition,1400.7,0.8,2,50.7,8,3,0,97.7,50.9,1
90,focus_tracking,308.2,1.0,0,36.6,10,2,0,77.6,79.3,0
16,reaction_speed,651.0,0.8545,0,2604.2,1,2,0,62.0,0.0,2
18,emotional_recognition,785.0,0.7,3,34.3,7,3,0,88.2,50.7,1
121,decision_making,319.9,0.9,1,33.1,9,3,0,55.3,71.5,0
75,decision_making,341.2,0.5,5,29.4,5,4,0,81.2,39.6,1
66,decision_making,392.5,0.6,4,28.8,6,1,0,63.4,47.1,0
36,reaction_speed,311.8,0.4429,2,1559.0,1,2,0,73.0,0.0,2
32,focus_tracking,367.8,0.5,5,29.7,5,2,0,71.4,39.3,0
53,reaction_speed,218.4,0.8434,0,873.6,1,3,0,68.2,0.0,1
36,decision_making,434.0,0.8,2,27.6,8,2,0,74.8,62.7,0
26,decision_making,514.4,0.7,3,22.6,7,3,0,83.1,53.9,1
44,persistence_challenge,635.7,0.6,2,86.4,3,2,0,76.6,43.0,1
35,focus_tracking,339.2,0.7,3,35.9,7,1,0,70.2,55.0,0
98,memory_pattern,292.8,0.6,2,56.5,3,3,0,87.9,49.4,1
121,reaction_speed,497.4,0.7974,0,1989.8,1,4,1,48.9,0.0,2
61,emotional_recognition,257.2,0.8,2,39.5,8,3,1,105.1,63.5,1
159,decision_making,264.8,0.9,1,39.3,9,2,0,61.2,71.4,0
92,persistence_challenge,303.7,0.6,2,76.9,3,2,0,76.4,47.3,0
123,decision_making,434.6,0.8,2,23.4,8,2,0,67.5,62.7,0
121,reaction_speed,489.1,0.483,2,1956.5,1,3,0,37.8,0.0,1
134,emotional_recognition,478.1,0.4,6,42.7,4,2,0,77.9,28.9,1
92,persistence_challenge,996.7,1.0,0,54.7,5,2,0,83.9,70.6,0
128,emotional_recognition,369.8,1.0,0,41.5,10,1,0,66.6,78.1,0
112,focus_tracking,467.6,0.9,1,31.4,9,2,0,46.7,70.2,0
198,focus_tracking,499.0,0.7,3,32.0,7,1,0,90.6,53.8,0
177,decision_making,383.0,0.4,6,32.8,4,4,0,63.0,30.9,2
163,decision_making,543.0,1.0,0,35.1,10,2,0,50.3,77.1,0
51,memory_pattern,515.4,0.5,4,32.1,4,1,0,85.4,39.6,0
113,emotional_recognition,546.0,0.5,5,57.3,5,1,0,79.8,34.8,1
115,memory_pattern,606.2,0.625,3,46.5,5,2,0,72.3,46.8,0
38,decision_making,849.9,0.7,3,26.3,7,3,1,75.9,50.5,1
13,focus_tracking,376.8,0.6,4,32.2,6,2,0,88.5,47.0,1
162,decision_making,474.2,0.8,2,14.0,8,2,0,81.5,62.3,0
194,focus_tracking,356.5,0.7,3,34.8,7,3,0,57.8,55.0,1
123,persistence_challenge,472.9,0.6,2,61.3,3,2,0,64.4,47.1,0
140,reaction_speed,402.8,0.6738,1,1611.1,1,2,0,91.5,0.0,2
137,decision_making,381.0,0.7,3,35.5,7,2,0,95.9,54.6,1
60,memory_pattern,1187.0,0.75,1,47.6,3,1,0,62.8,52.4,0
109,memory_pattern,723.1,0.6667,1,41.1,2,3,0,93.1,52.7,1
179,reaction_speed,735.4,0.7391,1,2941.4,1,2,0,77.9,0.0,2
96,persistence_challenge,274.9,0.4,3,45.6,2,3,0,90.2,36.7,1
49,emotional_recognition,674.2,1.0,0,43.0,10,1,0,59.7,75.0,0
36,memory_pattern,515.6,0.8,1,64.0,4,2,0,77.0,60.4,0
15,emotional_recognition,674.4,0.7,3,41.5,7,1,0,80.3,51.1,0
192,emotional_recognition,482.5,0.4,6,32.4,4,4,0,78.5,29.9,1
90,emotional_recognition,969.8,0.8,2,26.2,8,1,0,91.8,57.3,0
121,reaction_speed,336.1,0.5334,1,1344.4,1,2,0,35.6,0.0,1
183,focus_tracking,386.5,0.5,5,22.0,5,2,0,94.6,39.1,1
114,reaction_speed,353.7,0.6891,1,1414.7,1,3,0,53.3,0.0,1
54,decision_making,359.7,0.9,1,22.8,9,2,0,85.9,71.4,0
188,memory_pattern,358.9,0.3333,2,52.6,1,1,0,47.4,33.2,0
99,persistence_challenge,769.5,0.8,1,61.6,4,2,0,81.2,58.1,0
50,reaction_speed,492.6,0.9471,0,1477.9,1,5,1,92.9,0.0,2
143,emotional_recognition,396.7,0.9,1,38.9,9,2,0,82.0,70.1,0
35,emotional_recognition,663.8,0.7,3,34.2,7,3,0,63.4,51.9,1
185,reaction_speed,721.1,0.242,3,2884.2,1,4,0,73.2,0.0,2
193,emotional_recognition,511.5,0.8,2,34.8,8,3,0,99.6,61.4,1
18,persistence_challenge,445.3,0.6,2,55.8,3,3,0,77.9,48.0,1
71,memory_pattern,700.5,0.5,2,50.9,2,2,0,70.5,39.9,1
71,reaction_speed,519.6,0.6016,1,2597.8,1,2,0,88.3,0.0,1
85,decision_making,526.3,0.8,2,29.5,8,3,0,101.5,61.7,0
61,decision_making,349.7,0.7,3,31.1,7,3,0,104.5,55.4,1
135,memory_pattern,869.1,0.4,3,51.0,2,1,0,65.8,30.2,0
49,focus_tracking,554.0,1.0,0,35.4,10,2,0,71.8,76.9,0
126,focus_tracking,344.8,0.6,4,34.1,6,3,1,78.6,47.1,1
6,memory_pattern,321.8,0.875,1,54.5,7,3,0,90.7,67.8,1
197,focus_tracking,614.4,0.8,2,35.6,8,2,0,83.6,60.3,0
16,persistence_challenge,413.5,0.4,3,56.3,2,2,0,61.4,34.2,1
155,persistence_challenge,973.1,0.4,3,51.9,2,3,0,74.3,29.1,1
95,decision_making,529.1,0.8,2,28.5,8,2,0,91.9,61.7,0
159,memory_pattern,562.4,0.8,1,60.2,4,2,0,75.8,60.4,0
61,memory_pattern,591.2,0.4286,4,46.9,3,2,0,103.4,33.1,1
186,focus_tracking,410.7,0.8,2,28.7,8,2,0,72.0,62.9,0
91,memory_pattern,445.2,0.75,1,44.0,3,2,0,64.6,60.1,0
119,decision_making,444.2,0.7,3,19.1,7,1,0,61.5,54.6,0
32,focus_tracking,332.7,0.7,3,31.6,7,1,0,79.3,55.5,0
7,reaction_speed,473.1,0.7717,0,1419.3,1,2,0,63.7,0.0,2
165,reaction_speed,194.5,0.324,2,583.6,1,1,0,74.8,0.0,1
81,memory_pattern,729.6,0.5,2,34.0,2,2,0,68.2,41.3,0
92,focus_tracking,389.6,0.8,2,28.5,8,1,0,84.1,63.1,0
195,focus_tracking,379.6,1.0,0,36.6,10,2,0,75.3,78.5,0
149,persistence_challenge,311.8,0.8,1,76.3,4,2,0,75.5,61.3,0
38,memory_pattern,218.0,0.6667,2,39.7,4,1,0,59.4,55.9,0
86,focus_tracking,551.4,0.4,6,35.9,4,3,0,66.5,28.9,1
179,focus_tracking,807.4,0.8,2,28.8,8,2,0,66.9,58.9,0
40,emotional_recognition,504.1,0.9,1,23.4,9,3,0,45.3,70.0,0
55,emotional_recognition,545.0,0.9,1,39.7,9,3,0,70.5,68.6,0
114,reaction_speed,530.3,0.688,0,1590.8,1,2,0,35.5,0.0,1
47,reaction_speed,632.3,0.7207,0,1896.9,1,2,0,89.1,0.0,1
25,memory_pattern,587.1,0.8571,1,56.4,6,3,0,71.0,63.9,0
72,persistence_challenge,320.2,0.4,3,42.9,2,2,0,52.8,36.5,1
187,reaction_speed,335.6,0.6252,1,1006.9,1,4,0,99.3,0.0,2
195,focus_tracking,546.8,1.0,0,28.2,10,2,0,84.2,77.5,0
67,emotional_recognition,483.6,0.6,4,46.0,6,2,1,74.6,44.6,1
143,memory_pattern,329.0,0.5,2,45.7,2,3,0,92.6,44.1,1
10,emotional_recognition,414.9,0.9,1,45.2,9,3,0,86.5,69.3,0
120,decision_making,365.8,0.4,6,26.0,4,2,0,78.5,31.3,1
81,memory_pattern,332.0,0.25,3,41.7,1,2,0,67.0,27.5,1
79,persistence_challenge,969.2,0.8,1,67.5,4,3,0,83.4,55.6,1
186,persistence_challenge,394.5,0.8,1,93.7,4,3,0,34.0,58.7,0
91,reaction_speed,342.4,0.9421,0,1711.9,1,3,0,78.5,0.0,1
28,memory_pattern,939.8,0.3333,4,60.9,2,1,0,77.2,22.5,1
179,memory_pattern,1469.9,0.8,1,42.4,4,1,0,70.4,53.1,0
83,decision_making,700.8,0.6,4,30.2,6,2,0,90.0,44.0,1
147,memory_pattern,908.2,0.7143,2,43.3,5,2,0,81.9,51.4,0
88,emotional_recognition,481.1,0.8,2,42.5,8,3,0,84.4,60.9,0
106,focus_tracking,174.4,0.7,3,33.9,7,2,0,90.8,56.9,0
23,reaction_speed,461.9,0.5882,1,1847.6,1,1,0,94.0,0.0,1
165,reaction_speed,352.4,0.6087,1,1057.3,1,3,0,61.9,0.0,1
52,emotional_recognition,375.6,0.7,3,49.6,7,1,0,83.2,53.3,0
181,focus_tracking,598.6,0.8,2,33.6,8,2,0,74.5,60.7,0
132,focus_tracking,654.2,0.5,5,28.6,5,2,0,102.9,36.5,1
92,emotional_recognition,1173.1,0.6,4,34.3,6,2,0,78.9,38.8,1
176,reaction_speed,557.6,0.8355,0,1672.9,1,3,1,78.4,0.0,2
103,focus_tracking,319.0,0.6,4,37.3,6,3,0,81.5,47.1,1
198,focus_tracking,468.9,0.6,4,38.3,6,2,0,97.5,45.5,1
63,persistence_challenge,737.3,0.6,2,71.0,3,2,1,59.0,43.5,1
52,memory_pattern,433.4,0.5,4,57.3,4,2,0,70.4,37.9,1
146,reaction_speed,341.0,0.9571,0,1022.9,1,2,0,102.7,0.0,1
181,reaction_speed,362.7,0.8545,0,1813.4,1,2,0,83.3,0.0,1
141,emotional_recognition,392.5,0.7,3,47.4,7,2,0,98.7,53.3,0
4,memory_pattern,275.3,0.7143,2,35.1,5,2,0,93.7,58.6,0
99,emotional_recognition,651.4,0.9,1,50.4,9,3,0,86.6,66.4,1
19,persistence_challenge,384.9,0.6,2,66.4,3,1,0,90.3,47.5,0
23,persistence_challenge,208.7,0.4,3,73.7,2,3,0,90.9,34.5,1
29,emotional_recognition,348.4,0.9,1,30.2,9,2,0,84.8,71.5,0
51,reaction_speed,469.2,0.8235,0,1407.6,1,1,0,90.7,0.0,1
98,focus_tracking,515.1,0.7,3,29.4,7,3,0,88.1,53.8,1
9,emotional_recognition,468.8,0.8,2,50.9,8,2,0,92.0,60.2,0
142,decision_making,377.3,0.6,4,24.9,6,3,0,83.3,47.2,1
108,focus_tracking,313.5,0.7,3,33.7,7,2,0,68.9,55.5,0
162,persistence_challenge,594.1,0.6,2,49.9,3,2,0,84.3,47.1,1
30,memory_pattern,563.4,0.7143,2,59.0,5,2,0,66.5,53.3,0
108,memory_pattern,375.1,0.875,1,50.3,7,3,0,64.7,67.7,0
125,focus_tracking,599.7,0.6,4,32.8,6,3,0,86.6,44.7,1
85,emotional_recognition,390.1,0.8,2,46.5,8,1,0,84.5,61.4,0
95,persistence_challenge,626.6,0.4,3,67.7,2,3,1,72.4,31.0,2
190,decision_making,309.8,0.9,1,30.7,9,2,0,73.1,71.8,0
141,persistence_challenge,455.4,0.4,3,72.7,2,3,0,87.0,32.2,1
93,decision_making,598.0,0.7,3,37.5,7,4,0,78.3,52.3,1
98,focus_tracking,327.8,0.8,2,26.9,8,2,0,91.5,63.7,1
176,emotional_recognition,737.9,0.6,4,63.2,6,2,0,83.8,40.3,1
180,reaction_speed,470.9,0.3486,3,2354.4,1,1,0,78.8,0.0,1
22,memory_pattern,275.0,0.5714,3,57.0,4,3,1,66.5,45.8,1
140,focus_tracking,368.8,0.8,2,26.0,8,2,0,87.9,63.3,0
181,reaction_speed,445.0,0.7505,0,1335.1,1,1,0,72.7,0.0,1
91,decision_making,418.8,0.7,3,31.5,7,2,0,66.6,54.7,0
20,persistence_challenge,497.4,0.2,4,84.5,1,3,0,79.0,16.6,1
61,decision_making,441.4,0.8,2,27.4,8,1,0,103.5,62.6,0
160,reaction_speed,531.4,0.5999,1,2125.6,1,3,0,68.9,0.0,2
107,decision_making,337.8,0.7,3,33.2,7,2,0,79.2,55.3,0
94,memory_pattern,758.0,0.5714,3,44.3,4,3,0,47.4,42.3,1
92,reaction_speed,395.4,0.912,0,1976.9,1,2,0,74.7,0.0,2
168,memory_pattern,630.3,0.8,1,50.8,4,3,1,74.9,60.6,1
165,reaction_speed,683.8,0.7645,1,3419.1,1,2,0,54.0,0.0,1
84,reaction_speed,330.9,0.6633,1,992.8,1,2,0,71.8,0.0,2
130,decision_making,470.7,0.7,3,23.2,7,2,0,95.1,54.3,0
45,memory_pattern,431.7,0.5,3,44.8,3,2,0,83.1,41.2,1
77,persistence_challenge,329.3,0.6,2,84.6,3,1,0,67.4,46.3,0
64,decision_making,573.8,0.9,1,27.2,9,3,0,64.8,69.3,0
155,memory_pattern,865.9,0.875,1,50.1,7,2,0,85.7,62.8,0
176,focus_tracking,782.2,0.9,1,29.7,9,2,0,87.8,67.2,0
75,decision_making,307.1,0.5,5,21.3,5,3,0,59.3,39.9,0
40,decision_making,329.0,0.9,1,28.0,9,4,0,44.8,71.7,1
136,persistence_challenge,520.7,0.8,1,58.2,4,2,0,85.6,61.0,0
98,emotional_recognition,403.0,0.7,3,45.3,7,3,0,87.9,53.4,1
134,focus_tracking,331.8,0.8,2,36.1,8,3,0,83.9,63.1,1
118,focus_tracking,361.8,0.7,3,28.3,7,1,0,56.0,55.4,0
106,emotional_recognition,909.9,0.8,2,48.8,8,3,0,75.8,56.0,1
160,decision_making,390.1,0.8,2,29.2,8,1,0,67.9,63.1,0
